ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
275,0,275,0,PLATINUM_IV,26,11,8170,797,0,763,0,PLATINUM_I,14,14,11595,99,0,101,0,PLATINUM_III,0,13,10234,121,0,119,0,PLATINUM_I,67,12,8933,300,0,297,0,PLATINUM_III,63,10,6160,429,0,415,0,PLATINUM_III,75,11,7482,734,0,704,0,PLATINUM_II,32,11,8350,63,0,71,0,PLATINUM_II,14,11,7827,204,0,203,0,PLATINUM_III,46,10,6931,678,0,655,0,DIAMOND_IV,1,9,5348
670,0,688,0,PLATINUM_II,30,1,0,138,0,116,0,DIAMOND_IV,28,3,783,184,0,162,0,PLATINUM_II,2,3,836,500,0,469,0,PLATINUM_II,15,2,564,272,0,256,0,PLATINUM_III,74,2,564,86,0,110,0,PLATINUM_III,33,3,790,386,0,357,0,PLATINUM_III,0,4,1247,63,0,71,0,PLATINUM_II,14,3,965,429,0,415,0,PLATINUM_III,75,2,432,101,0,102,0,GOLD_I,100,2,432
328,0,340,0,DIAMOND_IV,30,14,12507,216,0,216,0,PLATINUM_III,60,13,11206,366,0,353,0,DIAMOND_IV,47,15,14578,239,0,238,0,PLATINUM_II,27,14,12888,289,0,265,0,PLATINUM_IV,60,13,10317,429,0,415,0,PLATINUM_III,75,13,10438,282,0,270,0,PLATINUM_III,90,15,13286,63,0,71,0,PLATINUM_II,14,13,11073,169,0,161,0,PLATINUM_III,60,11,8167,289,0,275,0,PLATINUM_II,0,10,6873
294,0,295,0,PLATINUM_II,10,15,13737,97,0,75,0,PLATINUM_II,53,16,14975,137,0,109,0,PLATINUM_II,79,16,16358,174,0,167,0,PLATINUM_II,2,17,17062,42,0,26,0,GOLD_II,71,14,12763,123,0,137,0,PLATINUM_IV,75,16,14757,365,0,358,0,PLATINUM_III,6,15,13097,39,0,35,0,GOLD_III,16,16,15666,191,0,187,0,PLATINUM_III,62,14,12128,27,0,11,0,PLATINUM_II,0,13,11328
89,0,78,0,PLATINUM_III,57,15,14657,29,0,26,0,GOLD_II,94,15,13132,33,0,29,0,GOLD_I,100,13,11420,38,0,27,0,PLATINUM_IV,31,14,12734,17,0,18,0,GOLD_I,53,12,9438,53,0,61,0,PLATINUM_III,0,16,14980,216,0,263,0,PLATINUM_III,0,14,12530,39,0,35,0,GOLD_III,16,17,17450,18,0,11,0,GOLD_I,62,15,14316,27,0,11,0,PLATINUM_II,0,15,13406
28,0,30,0,PLATINUM_I,37,16,15966,438,0,427,0,DIAMOND_IV,15,16,16128,712,0,663,0,DIAMOND_III,68,16,16189,491,0,464,0,DIAMOND_IV,21,15,13354,374,0,384,0,DIAMOND_IV,20,13,11007,387,0,369,0,PLATINUM_II,29,13,11236,309,0,256,0,DIAMOND_III,71,14,12225,17,0,17,0,PLATINUM_II,32,14,12826,145,0,154,0,PLATINUM_I,31,15,14555,95,0,86,0,PLATINUM_I,50,12,9540
18,0,12,0,PLATINUM_II,68,11,8315,109,0,81,0,DIAMOND_IV,39,14,11509,59,0,44,0,PLATINUM_I,12,12,9154,219,0,176,0,PLATINUM_I,100,14,11946,96,0,113,0,PLATINUM_III,45,11,7719,467,0,446,0,DIAMOND_IV,16,12,9690,438,0,427,0,DIAMOND_IV,15,11,8060,17,0,17,0,PLATINUM_II,32,12,9640,145,0,154,0,PLATINUM_I,31,11,8463,241,0,250,0,PLATINUM_I,39,10,7233
363,0,355,0,PLATINUM_I,54,13,10129,429,0,413,0,DIAMOND_IV,59,14,12128,402,0,421,0,DIAMOND_IV,41,12,9540,54,0,51,0,PLATINUM_I,58,11,7976,25,0,28,0,PLATINUM_I,67,11,7652,72,0,62,0,DIAMOND_IV,29,15,13994,39,0,31,0,PLATINUM_I,22,12,9863,17,0,17,0,PLATINUM_II,32,13,11287,145,0,154,0,PLATINUM_I,31,12,8992,47,0,35,0,PLATINUM_I,18,10,6680
143,0,132,0,PLATINUM_I,1,15,14686,69,0,66,0,PLATINUM_II,24,14,12645,269,0,242,0,PLATINUM_II,79,14,12351,95,0,111,0,PLATINUM_II,37,14,12095,462,0,413,0,PLATINUM_III,0,12,8945,174,0,185,0,PLATINUM_II,26,13,10019,296,0,266,0,PLATINUM_I,32,12,9148,130,0,127,0,DIAMOND_IV,34,13,11364,168,0,132,0,PLATINUM_III,44,12,9746,52,0,51,0,PLATINUM_III,53,11,7450
186,0,140,0,DIAMOND_IV,83,9,6063,69,0,66,0,PLATINUM_II,24,11,8508,325,0,303,0,DIAMOND_III,68,10,7028,171,0,172,0,PLATINUM_III,62,10,6559,299,0,309,0,PLATINUM_II,61,9,5705,124,0,112,0,PLATINUM_III,45,13,10369,227,0,240,0,PLATINUM_III,50,11,8039,160,0,141,0,PLATINUM_III,75,12,8595,122,0,114,0,PLATINUM_II,44,11,7701,156,0,143,0,PLATINUM_III,60,9,5775
28,0,24,0,PLATINUM_I,82,14,12698,69,0,66,0,PLATINUM_II,24,14,11479,535,0,518,0,PLATINUM_II,4,14,11648,116,0,104,0,DIAMOND_IV,0,12,8604,71,0,58,0,PLATINUM_I,3,12,9384,129,0,141,0,PLATINUM_III,74,14,11593,129,0,86,0,MASTER_I,179,12,8587,58,0,47,0,PLATINUM_IV,62,11,8330,78,0,63,0,PLATINUM_I,64,11,7778,37,0,32,0,PLATINUM_III,42,10,6398
369,0,357,0,DIAMOND_III,7,15,14083,69,0,66,0,PLATINUM_II,24,18,19962,97,0,100,0,PLATINUM_IV,15,15,13562,59,0,56,0,PLATINUM_IV,61,15,13600,211,0,211,0,PLATINUM_II,20,14,12177,96,0,72,0,PLATINUM_I,62,16,16072,68,0,37,0,PLATINUM_II,2,17,17189,215,0,195,0,PLATINUM_II,5,16,15970,111,0,127,0,PLATINUM_III,47,15,14165,527,0,487,0,DIAMOND_III,43,14,12143
262,0,238,0,PLATINUM_II,60,13,10719,69,0,66,0,PLATINUM_II,24,13,11039,293,0,292,0,PLATINUM_IV,75,13,10325,278,0,267,0,PLATINUM_III,0,12,9767,109,0,100,0,PLATINUM_III,75,10,6945,475,0,450,0,DIAMOND_IV,1,13,11216,765,0,759,0,PLATINUM_I,37,13,11345,60,0,47,0,PLATINUM_III,31,13,10634,194,0,156,0,PLATINUM_III,89,5,1909,171,0,165,0,PLATINUM_III,29,12,8781
71,0,61,0,PLATINUM_I,48,16,15550,307,0,299,0,DIAMOND_IV,76,18,21074,226,0,218,0,PLATINUM_II,0,18,18889,251,0,252,0,PLATINUM_III,44,16,16418,181,0,172,0,PLATINUM_II,75,16,15321,70,0,77,0,PLATINUM_II,71,18,18986,469,0,465,0,PLATINUM_II,75,18,20623,66,0,63,0,PLATINUM_III,81,18,19653,428,0,419,0,PLATINUM_III,96,18,19345,183,0,134,0,PLATINUM_II,43,17,17284
171,0,167,0,PLATINUM_IV,61,17,16758,246,0,253,0,PLATINUM_III,75,15,14196,93,0,76,0,PLATINUM_II,60,15,14456,158,0,148,0,PLATINUM_II,0,16,16245,157,0,117,0,PLATINUM_III,58,13,11385,70,0,77,0,PLATINUM_II,71,17,17980,41,0,35,0,PLATINUM_II,12,15,13630,50,0,50,0,PLATINUM_I,7,17,16660,248,0,235,0,PLATINUM_II,75,16,15301,292,0,283,0,PLATINUM_IV,76,15,13639
274,0,243,0,PLATINUM_IV,15,14,11508,184,0,164,0,PLATINUM_III,27,12,9375,93,0,79,0,PLATINUM_IV,59,13,10345,227,0,234,0,PLATINUM_IV,45,12,9160,92,0,109,0,PLATINUM_IV,0,11,8120,70,0,77,0,PLATINUM_II,71,13,10872,114,0,113,0,GOLD_II,21,12,9116,32,0,22,0,PLATINUM_IV,56,12,9727,132,0,118,0,PLATINUM_II,2,10,6822,205,0,180,0,PLATINUM_IV,86,9,5648
165,0,132,0,PLATINUM_III,52,16,16051,98,0,93,0,PLATINUM_IV,76,15,13823,216,0,198,0,PLATINUM_IV,77,15,14471,69,0,60,0,PLATINUM_IV,85,14,12006,91,0,65,0,PLATINUM_IV,49,13,11434,203,0,178,0,PLATINUM_II,0,15,13174,181,0,128,0,PLATINUM_III,58,14,12432,204,0,218,0,PLATINUM_III,0,14,12959,167,0,164,0,PLATINUM_IV,32,14,12389,383,0,374,0,PLATINUM_IV,0,12,9463
196,0,203,0,PLATINUM_III,63,16,16003,69,0,64,0,PLATINUM_III,0,15,14276,188,0,166,0,PLATINUM_II,14,16,15937,90,0,91,0,PLATINUM_IV,3,14,12393,255,0,241,0,PLATINUM_II,27,14,12561,203,0,178,0,PLATINUM_II,0,14,12278,50,0,45,0,PLATINUM_IV,73,14,12482,200,0,166,0,PLATINUM_III,41,13,10525,233,0,245,0,PLATINUM_III,32,13,11146,383,0,374,0,PLATINUM_IV,0,12,9957
468,0,442,0,PLATINUM_II,35,10,6564,130,0,112,0,PLATINUM_II,22,9,5799,252,0,236,0,PLATINUM_II,15,11,7446,50,0,47,0,PLATINUM_IV,92,9,5234,294,0,283,0,PLATINUM_III,61,8,4235,203,0,178,0,PLATINUM_II,0,3,852,104,0,108,0,PLATINUM_I,0,11,7860,41,0,37,0,PLATINUM_IV,0,10,7177,67,0,74,0,PLATINUM_III,75,8,4257,80,0,91,0,PLATINUM_I,51,8,4563
355,0,351,0,PLATINUM_II,16,12,9831,44,0,35,0,PLATINUM_IV,91,12,9162,235,0,201,0,PLATINUM_II,28,13,10989,64,0,63,0,PLATINUM_III,40,11,8132,668,0,636,0,PLATINUM_III,44,10,6280,203,0,178,0,PLATINUM_II,0,14,12389,143,0,149,0,PLATINUM_II,5,15,14468,155,0,134,0,PLATINUM_II,43,16,15066,245,0,237,0,PLATINUM_II,33,12,8641,520,0,492,0,PLATINUM_III,75,11,7907
57,0,41,0,PLATINUM_II,36,17,16482,123,0,103,0,PLATINUM_I,36,16,14896,34,0,19,0,PLATINUM_II,16,17,16757,148,0,126,0,PLATINUM_I,64,15,13846,26,0,24,0,PLATINUM_II,85,13,11041,804,0,801,0,PLATINUM_II,59,15,14000,233,0,239,0,DIAMOND_IV,16,13,11414,73,0,58,0,PLATINUM_I,33,14,12734,127,0,123,0,PLATINUM_II,30,13,11124,74,0,62,0,DIAMOND_IV,58,11,8436
123,0,103,0,PLATINUM_I,36,13,10900,262,0,238,0,PLATINUM_II,60,14,12418,34,0,19,0,PLATINUM_II,16,15,13063,220,0,211,0,GOLD_II,49,14,13015,8,0,5,0,BRONZE_I,13,15,13435,167,0,166,0,DIAMOND_IV,0,17,17210,396,0,392,0,DIAMOND_II,72,16,15072,45,0,34,0,DIAMOND_III,14,16,15699,185,0,179,0,PLATINUM_II,86,16,15672,85,0,97,0,PLATINUM_III,45,14,11679
8,0,5,0,BRONZE_I,13,13,10309,220,0,211,0,GOLD_II,49,14,11787,34,0,19,0,PLATINUM_II,16,12,9416,262,0,238,0,PLATINUM_II,60,13,11290,123,0,103,0,PLATINUM_I,36,12,9835,8,0,5,0,BRONZE_I,13,12,8594,6,0,10,0,GOLD_II,79,10,6822,37,0,32,0,DIAMOND_III,62,12,8684,51,0,58,0,GOLD_III,52,12,8606,51,0,58,0,GOLD_III,52,10,7123
115,0,83,0,PLATINUM_I,17,15,13046,123,0,103,0,PLATINUM_I,36,14,12455,34,0,19,0,PLATINUM_II,16,14,11805,56,0,43,0,PLATINUM_I,3,14,12412,169,0,140,0,DIAMOND_IV,1,13,10542,62,0,49,0,PLATINUM_I,70,16,15257,137,0,112,0,PLATINUM_I,53,13,10484,475,0,450,0,DIAMOND_IV,1,11,8211,92,0,77,0,PLATINUM_II,17,13,11137,76,0,67,0,DIAMOND_IV,0,10,7087
487,0,479,0,PLATINUM_III,75,18,21543,147,0,150,0,PLATINUM_III,47,18,18906,368,0,338,0,PLATINUM_I,10,18,19890,194,0,203,0,PLATINUM_I,1,18,19126,108,0,97,0,PLATINUM_I,35,16,16089,329,0,318,0,PLATINUM_II,49,17,17549,66,0,59,0,PLATINUM_II,28,18,21643,170,0,157,0,PLATINUM_I,70,17,16541,119,0,96,0,PLATINUM_I,0,16,16366,498,0,471,0,PLATINUM_II,0,16,16449
229,0,230,0,PLATINUM_III,46,14,12299,69,0,72,0,PLATINUM_III,30,14,11506,129,0,101,0,PLATINUM_II,30,13,11036,233,0,210,0,PLATINUM_III,75,14,12855,98,0,99,0,PLATINUM_III,75,12,9156,307,0,299,0,PLATINUM_I,46,15,13263,694,0,721,0,PLATINUM_II,67,15,13473,258,0,239,0,PLATINUM_II,75,16,15463,94,0,88,0,PLATINUM_III,25,14,12997,113,0,100,0,PLATINUM_I,29,13,10746
322,0,299,0,DIAMOND_IV,21,18,19500,83,0,77,0,PLATINUM_III,75,16,16373,129,0,101,0,PLATINUM_II,30,18,19774,133,0,139,0,PLATINUM_I,0,17,16673,168,0,182,0,PLATINUM_II,34,15,13639,446,0,430,0,PLATINUM_III,58,17,17939,329,0,298,0,PLATINUM_I,13,17,17468,195,0,204,0,PLATINUM_I,0,17,17371,240,0,275,0,PLATINUM_I,0,17,17628,140,0,126,0,PLATINUM_IV,32,14,12342
526,0,493,0,PLATINUM_I,16,16,14941,179,0,164,0,PLATINUM_II,30,16,15867,129,0,101,0,PLATINUM_II,30,17,16704,58,0,55,0,PLATINUM_III,44,16,16294,24,0,25,0,PLATINUM_III,79,14,12408,242,0,242,0,PLATINUM_II,37,16,15702,434,0,442,0,PLATINUM_IV,60,15,13828,272,0,290,0,PLATINUM_III,64,16,16133,58,0,51,0,PLATINUM_III,22,14,12243,125,0,126,0,PLATINUM_II,19,13,10098
159,0,158,0,PLATINUM_IV,34,14,12288,74,0,59,0,PLATINUM_IV,50,13,11081,328,0,295,0,PLATINUM_III,0,13,11321,226,0,235,0,PLATINUM_III,52,13,10744,232,0,234,0,PLATINUM_IV,13,12,9084,346,0,338,0,PLATINUM_II,7,15,14359,89,0,52,0,PLATINUM_III,29,16,15069,162,0,136,0,PLATINUM_II,1,14,12104,113,0,107,0,PLATINUM_III,21,14,11864,344,0,324,0,PLATINUM_III,14,13,10101
361,0,347,0,PLATINUM_III,17,13,10515,79,0,70,0,PLATINUM_IV,42,11,7455,371,0,356,0,PLATINUM_III,0,12,9176,396,0,398,0,PLATINUM_III,44,12,8734,459,0,437,0,PLATINUM_IV,60,10,6433,301,0,276,0,PLATINUM_II,42,12,8925,377,0,358,0,PLATINUM_III,39,13,10530,162,0,136,0,PLATINUM_II,1,14,12595,45,0,46,0,PLATINUM_III,69,12,8953,207,0,182,0,PLATINUM_III,81,11,7359
62,0,78,0,PLATINUM_II,55,13,10770,76,0,61,0,PLATINUM_IV,0,11,8098,106,0,110,0,GOLD_II,61,13,10766,354,0,350,0,PLATINUM_III,14,12,9294,333,0,315,0,PLATINUM_IV,52,11,8567,99,0,92,0,PLATINUM_IV,73,14,11631,346,0,338,0,PLATINUM_II,7,13,11373,162,0,136,0,PLATINUM_II,1,14,12430,67,0,66,0,PLATINUM_III,50,12,9103,62,0,45,0,GOLD_I,56,12,9490
252,0,227,0,PLATINUM_III,65,17,17921,265,0,245,0,PLATINUM_III,0,18,18761,600,0,590,0,PLATINUM_III,67,17,17436,141,0,156,0,PLATINUM_III,29,17,17919,110,0,110,0,PLATINUM_III,2,15,13341,93,0,82,0,PLATINUM_III,34,17,16487,37,0,37,0,GOLD_I,100,14,12255,162,0,136,0,PLATINUM_II,1,16,15692,601,0,616,0,PLATINUM_III,37,14,12509,130,0,110,0,PLATINUM_III,31,13,10993
75,0,63,0,PLATINUM_II,0,16,16414,345,0,332,0,PLATINUM_III,0,16,16463,239,0,253,0,PLATINUM_IV,0,16,14938,259,0,269,0,PLATINUM_III,11,17,18058,100,0,81,0,PLATINUM_IV,75,15,13745,474,0,439,0,PLATINUM_III,43,17,18017,124,0,130,0,PLATINUM_III,8,17,17314,162,0,136,0,PLATINUM_II,1,17,18310,56,0,59,0,PLATINUM_III,33,18,19262,31,0,31,0,GOLD_I,5,16,15999
94,0,91,0,PLATINUM_III,16,13,10961,680,0,693,0,DIAMOND_III,49,13,10904,130,0,140,0,PLATINUM_II,0,13,10824,199,0,189,0,PLATINUM_II,2,13,10897,124,0,97,0,PLATINUM_II,42,11,8366,302,0,277,0,PLATINUM_II,2,15,14562,143,0,148,0,PLATINUM_II,62,15,14394,267,0,267,0,PLATINUM_IV,64,16,14811,280,0,294,0,PLATINUM_II,36,14,12631,108,0,125,0,PLATINUM_II,30,12,9043
315,0,302,0,PLATINUM_IV,54,17,18039,30,0,25,0,PLATINUM_III,60,16,14883,130,0,140,0,PLATINUM_II,0,14,12892,138,0,139,0,PLATINUM_III,96,17,17734,321,0,340,0,PLATINUM_IV,74,14,12624,196,0,186,0,PLATINUM_II,60,16,14962,157,0,152,0,PLATINUM_I,59,17,18241,381,0,368,0,DIAMOND_III,33,18,19442,105,0,106,0,PLATINUM_II,21,18,21213,441,0,432,0,PLATINUM_II,7,16,16446
292,0,288,0,PLATINUM_IV,57,18,19924,469,0,465,0,PLATINUM_II,75,18,19764,130,0,140,0,PLATINUM_II,0,17,17536,183,0,187,0,PLATINUM_IV,58,17,18333,46,0,64,0,PLATINUM_IV,6,17,16480,154,0,147,0,PLATINUM_III,43,16,15706,109,0,103,0,PLATINUM_IV,77,17,18049,84,0,108,0,PLATINUM_III,0,17,17504,181,0,152,0,PLATINUM_III,0,17,17829,360,0,340,0,PLATINUM_IV,32,15,13331
130,0,124,0,PLATINUM_II,73,13,10953,119,0,142,0,PLATINUM_IV,64,12,9605,130,0,140,0,PLATINUM_II,0,12,9305,36,0,26,0,PLATINUM_II,50,12,9493,175,0,180,0,PLATINUM_III,3,11,7388,203,0,193,0,PLATINUM_I,8,14,12510,78,0,64,0,PLATINUM_II,35,14,12556,149,0,136,0,DIAMOND_II,12,14,12407,304,0,302,0,PLATINUM_I,57,13,10633,376,0,402,0,PLATINUM_II,3,13,10144
46,0,34,0,PLATINUM_I,5,13,10022,121,0,117,0,PLATINUM_II,18,12,8874,52,0,52,0,GOLD_II,59,12,9616,421,0,379,0,DIAMOND_IV,0,11,8002,69,0,60,0,PLATINUM_III,79,11,7826,167,0,110,0,PLATINUM_I,78,16,14826,22,0,24,0,PLATINUM_II,26,15,13329,67,0,64,0,PLATINUM_IV,49,14,12043,104,0,77,0,PLATINUM_I,69,12,9671,14,0,14,0,GOLD_I,84,14,12273
104,0,94,0,PLATINUM_III,64,15,13880,121,0,117,0,PLATINUM_II,18,14,11892,207,0,209,0,PLATINUM_I,10,11,7745,328,0,306,0,PLATINUM_III,22,13,10367,259,0,273,0,PLATINUM_IV,46,10,7297,311,0,298,0,PLATINUM_II,15,12,9280,355,0,349,0,PLATINUM_II,13,11,7731,314,0,288,0,PLATINUM_IV,6,11,8389,596,0,565,0,PLATINUM_III,89,11,7540,315,0,300,0,PLATINUM_III,75,10,6518
289,0,296,0,PLATINUM_III,30,18,19440,121,0,117,0,PLATINUM_II,18,18,20101,420,0,414,0,PLATINUM_IV,50,16,15203,258,0,251,0,PLATINUM_III,75,17,16822,58,0,43,0,PLATINUM_I,37,17,17161,169,0,161,0,PLATINUM_I,0,18,19453,259,0,239,0,PLATINUM_I,13,16,16463,99,0,92,0,PLATINUM_II,96,15,14489,492,0,473,0,GOLD_I,26,16,15889,59,0,60,0,PLATINUM_III,54,15,13333
331,0,309,0,PLATINUM_I,0,14,11634,121,0,117,0,PLATINUM_II,18,15,13053,281,0,283,0,PLATINUM_IV,0,15,13281,193,0,189,0,PLATINUM_IV,74,16,15400,41,0,46,0,PLATINUM_IV,82,13,11345,169,0,161,0,PLATINUM_I,0,18,19492,67,0,67,0,PLATINUM_III,76,16,14832,168,0,140,0,PLATINUM_II,71,15,13994,492,0,473,0,GOLD_I,26,16,14706,69,0,67,0,PLATINUM_IV,75,13,11069
214,0,197,0,PLATINUM_IV,1,17,18085,121,0,117,0,PLATINUM_II,18,14,12187,66,0,43,0,DIAMOND_IV,1,14,12489,129,0,127,0,PLATINUM_III,58,16,15523,310,0,273,0,PLATINUM_III,60,13,10904,789,0,780,0,PLATINUM_II,10,13,10611,534,0,517,0,PLATINUM_III,26,13,10621,104,0,92,0,PLATINUM_III,61,15,13161,92,0,138,0,PLATINUM_IV,0,15,14185,171,0,164,0,PLATINUM_III,0,12,9323
58,0,24,0,PLATINUM_II,84,17,16935,128,0,124,0,PLATINUM_I,37,16,15921,59,0,47,0,DIAMOND_IV,24,16,14957,103,0,100,0,DIAMOND_IV,64,15,14370,56,0,71,0,PLATINUM_I,77,15,14328,28,0,8,0,PLATINUM_IV,51,17,17520,13,0,17,0,PLATINUM_II,51,14,12578,57,0,46,0,PLATINUM_II,57,14,11566,212,0,192,0,PLATINUM_II,45,15,13021,366,0,372,0,DIAMOND_IV,18,13,11040
360,0,391,0,DIAMOND_IV,91,17,18326,141,0,144,0,DIAMOND_IV,64,16,14990,192,0,196,0,DIAMOND_III,22,17,18053,103,0,100,0,DIAMOND_IV,64,15,14125,364,0,356,0,DIAMOND_IV,60,14,12741,364,0,372,0,DIAMOND_IV,2,15,13490,13,0,17,0,PLATINUM_II,51,14,12382,59,0,47,0,DIAMOND_IV,24,15,14061,434,0,398,0,DIAMOND_IV,25,16,14779,366,0,372,0,DIAMOND_IV,18,13,10584
423,0,395,0,PLATINUM_I,100,14,12634,231,0,222,0,PLATINUM_I,2,16,15042,251,0,241,0,PLATINUM_II,54,15,13915,95,0,73,0,PLATINUM_II,75,14,12216,132,0,121,0,DIAMOND_IV,40,12,9604,104,0,76,0,PLATINUM_I,0,16,15866,367,0,355,0,DIAMOND_III,69,18,18366,39,0,37,0,PLATINUM_II,15,14,12496,103,0,92,0,PLATINUM_I,0,16,15373,366,0,372,0,DIAMOND_IV,18,13,10926
29,0,11,0,PLATINUM_IV,1,16,16396,72,0,42,0,PLATINUM_III,0,15,14399,54,0,47,0,PLATINUM_IV,72,17,16837,41,0,47,0,PLATINUM_III,46,14,12949,25,0,12,0,GOLD_II,84,14,12328,30,0,21,0,PLATINUM_III,31,18,19160,36,0,27,0,GOLD_I,76,18,20384,39,0,37,0,PLATINUM_II,15,16,16238,10,0,9,0,PLATINUM_II,0,17,16826,26,0,18,0,PLATINUM_IV,79,15,14167
443,0,433,0,PLATINUM_II,43,18,20501,164,0,168,0,PLATINUM_III,68,16,15233,355,0,332,0,PLATINUM_III,6,17,18238,289,0,283,0,PLATINUM_III,64,15,14277,93,0,93,0,PLATINUM_II,35,14,12092,483,0,474,0,DIAMOND_IV,73,17,17320,251,0,226,0,PLATINUM_II,69,18,23307,39,0,37,0,PLATINUM_II,15,18,22146,242,0,231,0,PLATINUM_II,62,17,17566,220,0,224,0,PLATINUM_II,46,17,17412
261,0,259,0,PLATINUM_IV,45,18,22628,487,0,444,0,DIAMOND_IV,1,18,21310,733,0,727,0,PLATINUM_I,0,18,31889,359,0,378,0,PLATINUM_I,61,18,27371,105,0,100,0,PLATINUM_I,22,18,21549,138,0,161,0,PLATINUM_III,22,18,27217,34,0,36,0,PLATINUM_II,29,18,26247,39,0,37,0,PLATINUM_II,15,18,25830,202,0,177,0,PLATINUM_II,0,18,32200,343,0,335,0,PLATINUM_III,28,18,19588
15,0,27,0,PLATINUM_III,65,17,16818,26,0,20,0,PLATINUM_II,46,16,15853,132,0,111,0,PLATINUM_I,28,16,16154,89,0,91,0,PLATINUM_II,26,15,13088,274,0,273,0,DIAMOND_IV,37,13,11365,54,0,47,0,PLATINUM_II,8,15,13802,3,0,9,0,PLATINUM_III,7,14,12698,39,0,37,0,PLATINUM_II,15,13,11059,21,0,25,0,PLATINUM_II,42,15,14261,51,0,39,0,PLATINUM_I,81,13,9967
168,0,143,0,DIAMOND_IV,1,13,10068,99,0,76,0,PLATINUM_I,32,12,9162,48,0,33,0,PLATINUM_II,39,13,11095,62,0,46,0,PLATINUM_I,39,12,8618,71,0,58,0,PLATINUM_II,24,11,7537,98,0,69,0,PLATINUM_I,37,13,10294,69,0,54,0,PLATINUM_III,48,12,9170,146,0,146,0,DIAMOND_IV,18,11,8331,308,0,273,0,PLATINUM_I,53,11,7728,138,0,142,0,DIAMOND_IV,79,10,6732
99,0,76,0,PLATINUM_I,32,18,19940,231,0,201,0,PLATINUM_I,45,17,17951,48,0,33,0,PLATINUM_II,39,18,21876,222,0,214,0,PLATINUM_IV,90,17,16684,55,0,67,0,PLATINUM_II,23,16,15553,185,0,181,0,PLATINUM_IV,21,17,18015,353,0,325,0,PLATINUM_II,25,16,16426,152,0,177,0,PLATINUM_II,20,17,16587,257,0,252,0,PLATINUM_I,7,15,13686,111,0,78,0,PLATINUM_I,9,13,10572
252,0,225,0,PLATINUM_II,51,16,15750,99,0,76,0,PLATINUM_I,32,16,16166,48,0,33,0,PLATINUM_II,39,16,15734,127,0,108,0,PLATINUM_I,11,14,12368,197,0,205,0,PLATINUM_II,15,13,10554,104,0,85,0,PLATINUM_II,40,15,13091,64,0,77,0,PLATINUM_III,83,12,9608,129,0,108,0,PLATINUM_II,59,15,13979,112,0,91,0,PLATINUM_II,42,13,10896,137,0,122,0,PLATINUM_II,41,12,9102
366,0,353,0,DIAMOND_IV,47,15,14109,191,0,206,0,PLATINUM_II,41,14,11750,48,0,33,0,PLATINUM_II,39,13,11294,148,0,127,0,PLATINUM_II,59,13,11009,275,0,255,0,DIAMOND_IV,16,13,10314,103,0,88,0,PLATINUM_II,19,13,10160,117,0,90,0,PLATINUM_II,30,13,10951,357,0,352,0,PLATINUM_I,28,13,11065,372,0,373,0,PLATINUM_I,2,12,9089,143,0,149,0,PLATINUM_I,0,11,7345
272,0,263,0,PLATINUM_III,50,15,14370,352,0,356,0,PLATINUM_III,75,15,13831,48,0,33,0,PLATINUM_II,39,14,12974,157,0,146,0,PLATINUM_III,80,14,12035,769,0,753,0,PLATINUM_I,0,12,9782,310,0,273,0,PLATINUM_II,59,17,17130,562,0,522,0,PLATINUM_II,50,17,17822,159,0,144,0,PLATINUM_II,0,16,16263,81,0,62,0,PLATINUM_III,1,17,16672,46,0,38,0,PLATINUM_II,71,14,12923
